marks,year,caste,list,College,cutoff,result
70,2022,Open,2nd,Hinduja,70,0
100,2022,Open,2nd,Hinduja,70,0
63,2022,Open,2nd,Hinduja,70,0
44,2022,Open,2nd,Hinduja,70,0
62,2022,Open,2nd,Hinduja,70,0
41,2022,Open,2nd,Hinduja,70,1
54,2022,Open,2nd,Hinduja,70,0
56,2022,Open,2nd,Hinduja,70,1
67,2022,Open,2nd,Hinduja,70,0
72,2022,Open,2nd,Hinduja,70,1
51,2022,Open,2nd,Hinduja,70,1
55,2022,Open,2nd,Hinduja,70,0
35,2022,Open,2nd,Hinduja,70,0
50,2022,Open,2nd,Hinduja,70,1
92,2022,Open,2nd,Hinduja,70,0
85,2022,Open,2nd,Hinduja,70,1
64,2022,Open,2nd,Hinduja,70,1
66,2022,Open,2nd,Hinduja,70,0
95,2022,Open,2nd,Hinduja,70,1
60,2022,Open,2nd,Hinduja,70,0
46,2022,Open,2nd,Hinduja,70,0
66,2022,Open,2nd,Hinduja,70,1
64,2022,Open,2nd,Hinduja,70,0
62,2022,Open,2nd,Hinduja,70,0
44,2022,Open,2nd,Hinduja,70,1
54,2022,Open,2nd,Hinduja,70,1
57,2022,Open,2nd,Hinduja,70,0
86,2022,Open,2nd,Hinduja,70,1
59,2022,Open,2nd,Hinduja,70,0
56,2022,Open,2nd,Hinduja,70,1
79,2022,Open,2nd,Hinduja,70,0
83,2022,Open,2nd,Hinduja,70,0
70,2022,Open,2nd,Hinduja,70,0
94,2022,Open,2nd,Hinduja,70,0
92,2022,Open,2nd,Hinduja,70,1
43,2022,Open,2nd,Hinduja,70,0
43,2022,Open,2nd,Hinduja,70,0
51,2022,Open,2nd,Hinduja,70,0
87,2022,Open,2nd,Hinduja,70,0
91,2022,Open,2nd,Hinduja,70,1
43,2022,Open,2nd,Hinduja,70,1
91,2022,Open,2nd,Hinduja,70,1
51,2022,Open,2nd,Hinduja,70,1
48,2022,Open,2nd,Hinduja,70,1
83,2022,Open,2nd,Hinduja,70,1
89,2022,Open,2nd,Hinduja,70,0
36,2022,Open,2nd,Hinduja,70,0
57,2022,Open,2nd,Hinduja,70,0
79,2022,Open,2nd,Hinduja,70,0
39,2022,Open,2nd,Hinduja,70,1
83,2022,Open,2nd,Hinduja,70,1
45,2022,Open,2nd,Hinduja,70,1
84,2022,Open,2nd,Hinduja,70,0
58,2022,Open,2nd,Hinduja,70,0
97,2022,Open,2nd,Hinduja,70,1
45,2022,Open,2nd,Hinduja,70,1
91,2022,Open,2nd,Hinduja,70,1
50,2022,Open,2nd,Hinduja,70,0
91,2022,Open,2nd,Hinduja,70,1
99,2022,Open,2nd,Hinduja,70,0
46,2022,Open,2nd,Hinduja,70,0
70,2022,Open,2nd,Hinduja,70,0
80,2022,Open,2nd,Hinduja,70,0
99,2022,Open,2nd,Hinduja,70,1
93,2022,Open,2nd,Hinduja,70,0
85,2022,Open,2nd,Hinduja,70,1
56,2022,Open,2nd,Hinduja,70,1
35,2022,Open,2nd,Hinduja,70,1
98,2022,Open,2nd,Hinduja,70,0
67,2022,Open,2nd,Hinduja,70,0
73,2022,Open,2nd,Hinduja,70,1
45,2022,Open,2nd,Hinduja,70,0
65,2022,Open,2nd,Hinduja,70,0
57,2022,Open,2nd,Hinduja,70,0
94,2022,Open,2nd,Hinduja,70,0
96,2022,Open,2nd,Hinduja,70,1
43,2022,Open,2nd,Hinduja,70,1
80,2022,Open,2nd,Hinduja,70,0
35,2022,Open,2nd,Hinduja,70,1
54,2022,Open,2nd,Hinduja,70,0
93,2022,Open,2nd,Hinduja,70,0
40,2022,Open,2nd,Hinduja,70,1
74,2022,Open,2nd,Hinduja,70,0
59,2022,Open,2nd,Hinduja,70,1
49,2022,Open,2nd,Hinduja,70,1
77,2022,Open,2nd,Hinduja,70,1
88,2022,Open,2nd,Hinduja,70,0
46,2022,Open,2nd,Hinduja,70,1
68,2022,Sindhi,2nd,Hinduja,60,1
41,2022,Sindhi,2nd,Hinduja,60,0
94,2022,Sindhi,2nd,Hinduja,60,1
72,2022,Sindhi,2nd,Hinduja,60,0
67,2022,Sindhi,2nd,Hinduja,60,0
66,2022,Sindhi,2nd,Hinduja,60,1
93,2022,Sindhi,2nd,Hinduja,60,1
42,2022,Sindhi,2nd,Hinduja,60,1
89,2022,Sindhi,2nd,Hinduja,60,1
37,2022,Sindhi,2nd,Hinduja,60,1
37,2022,Sindhi,2nd,Hinduja,60,1
87,2022,Sindhi,2nd,Hinduja,60,1
44,2022,Sindhi,2nd,Hinduja,60,1
93,2022,Sindhi,2nd,Hinduja,60,1
52,2022,Sindhi,2nd,Hinduja,60,1
54,2022,Sindhi,2nd,Hinduja,60,1
64,2022,Sindhi,2nd,Hinduja,60,1
76,2022,Sindhi,2nd,Hinduja,60,1
55,2022,Sindhi,2nd,Hinduja,60,1
79,2022,Sindhi,2nd,Hinduja,60,1
71,2022,Sindhi,2nd,Hinduja,60,1
62,2022,Sindhi,2nd,Hinduja,60,1
53,2022,Sindhi,2nd,Hinduja,60,0
48,2022,Sindhi,2nd,Hinduja,60,1
47,2022,Sindhi,2nd,Hinduja,60,1
74,2022,Sindhi,2nd,Hinduja,60,1
94,2022,Sindhi,2nd,Hinduja,60,1
36,2022,Sindhi,2nd,Hinduja,60,1
76,2022,Sindhi,2nd,Hinduja,60,0
93,2022,Sindhi,2nd,Hinduja,60,1
76,2022,Sindhi,2nd,Hinduja,60,1
79,2022,Sindhi,2nd,Hinduja,60,0
65,2022,Sindhi,2nd,Hinduja,60,0
68,2022,Sindhi,2nd,Hinduja,60,0
93,2022,Sindhi,2nd,Hinduja,60,1
40,2022,Sindhi,2nd,Hinduja,60,1
60,2022,Sindhi,2nd,Hinduja,60,1
35,2022,Sindhi,2nd,Hinduja,60,1
93,2022,Sindhi,2nd,Hinduja,60,0
59,2022,Sindhi,2nd,Hinduja,60,1
88,2022,Sindhi,2nd,Hinduja,60,0
75,2022,Sindhi,2nd,Hinduja,60,1
61,2022,Sindhi,2nd,Hinduja,60,1
55,2022,Sindhi,2nd,Hinduja,60,1
67,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,1
91,2022,Sindhi,2nd,Hinduja,60,1
71,2022,Sindhi,2nd,Hinduja,60,0
64,2022,Sindhi,2nd,Hinduja,60,1
83,2022,Sindhi,2nd,Hinduja,60,1
60,2022,Sindhi,2nd,Hinduja,60,1
79,2022,Sindhi,2nd,Hinduja,60,1
98,2022,Sindhi,2nd,Hinduja,60,0
40,2022,Sindhi,2nd,Hinduja,60,1
94,2022,Sindhi,2nd,Hinduja,60,1
36,2022,Sindhi,2nd,Hinduja,60,1
44,2022,Sindhi,2nd,Hinduja,60,1
99,2022,Sindhi,2nd,Hinduja,60,1
63,2022,Sindhi,2nd,Hinduja,60,1
78,2022,Sindhi,2nd,Hinduja,60,1
51,2022,Sindhi,2nd,Hinduja,60,1
92,2022,Sindhi,2nd,Hinduja,60,1
59,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,1
55,2022,Sindhi,2nd,Hinduja,60,0
80,2022,Sindhi,2nd,Hinduja,60,1
79,2022,Sindhi,2nd,Hinduja,60,1
45,2022,Sindhi,2nd,Hinduja,60,0
79,2022,Sindhi,2nd,Hinduja,60,1
70,2022,Sindhi,2nd,Hinduja,60,1
50,2022,Sindhi,2nd,Hinduja,60,0
85,2022,Sindhi,2nd,Hinduja,60,0
62,2022,Sindhi,2nd,Hinduja,60,0
52,2022,Sindhi,2nd,Hinduja,60,1
43,2022,Sindhi,2nd,Hinduja,60,0
66,2022,Sindhi,2nd,Hinduja,60,0
66,2022,Sindhi,2nd,Hinduja,60,0
77,2022,Sindhi,2nd,Hinduja,60,0
99,2022,Sindhi,2nd,Hinduja,60,1
92,2022,Sindhi,2nd,Hinduja,60,1
39,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,0
50,2022,Sindhi,2nd,Hinduja,60,1
44,2022,Sindhi,2nd,Hinduja,60,0
66,2022,Sindhi,2nd,Hinduja,60,1
81,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,1
80,2022,Sindhi,2nd,Hinduja,60,1
62,2022,Sindhi,2nd,Hinduja,60,0
52,2022,Sindhi,2nd,Hinduja,60,1
44,2022,Sindhi,2nd,Hinduja,60,1
69,2022,Sindhi,2nd,Hinduja,60,0
40,2022,Sindhi,2nd,Hinduja,60,0
35,2022,Sindhi,2nd,Hinduja,60,0
65,2022,Sindhi,2nd,Hinduja,60,0
97,2022,Sindhi,2nd,Hinduja,60,1
82,2022,Sindhi,2nd,Hinduja,60,1
97,2022,Sindhi,2nd,Hinduja,60,0
99,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,0
99,2022,Sindhi,2nd,Hinduja,60,0
67,2022,Sindhi,2nd,Hinduja,60,1
93,2022,Sindhi,2nd,Hinduja,60,1
46,2022,Sindhi,2nd,Hinduja,60,0
97,2022,Sindhi,2nd,Hinduja,60,0
46,2022,Sindhi,2nd,Hinduja,60,1
38,2022,Sindhi,2nd,Hinduja,60,1
41,2022,Sindhi,2nd,Hinduja,60,1
64,2022,Sindhi,2nd,Hinduja,60,1
81,2022,Sindhi,2nd,Hinduja,60,1
55,2022,Sindhi,2nd,Hinduja,60,1
89,2022,Sindhi,2nd,Hinduja,60,0
67,2022,Sindhi,2nd,Hinduja,60,0
45,2022,Sindhi,2nd,Hinduja,60,0
78,2022,Sindhi,2nd,Hinduja,60,0
64,2022,Sindhi,2nd,Hinduja,60,0
60,2022,Sindhi,2nd,Hinduja,60,1
44,2022,Sindhi,2nd,Hinduja,60,0
60,2022,Sindhi,2nd,Hinduja,60,0
41,2022,Sindhi,2nd,Hinduja,60,1
91,2022,Sindhi,2nd,Hinduja,60,1
62,2022,Sindhi,2nd,Hinduja,60,1
82,2022,Sindhi,2nd,Hinduja,60,0
53,2022,Sindhi,2nd,Hinduja,60,1
97,2022,Sindhi,2nd,Hinduja,60,1
59,2022,Sindhi,2nd,Hinduja,60,0
95,2022,Sindhi,2nd,Hinduja,60,1
40,2022,Sindhi,2nd,Hinduja,60,1
49,2022,Sindhi,2nd,Hinduja,60,1
87,2022,Sindhi,2nd,Hinduja,60,1
60,2022,Sindhi,2nd,Hinduja,60,0
43,2022,Sindhi,2nd,Hinduja,60,0
84,2022,Sindhi,2nd,Hinduja,60,0
44,2022,Sindhi,2nd,Hinduja,60,0
88,2022,Sindhi,2nd,Hinduja,60,1
74,2022,Sindhi,2nd,Hinduja,60,0
100,2022,Sindhi,2nd,Hinduja,60,0
74,2022,Sindhi,2nd,Hinduja,60,1
50,2022,Sindhi,2nd,Hinduja,60,1
54,2022,Sindhi,2nd,Hinduja,60,1
100,2022,Sindhi,2nd,Hinduja,60,1
91,2022,Sindhi,2nd,Hinduja,60,0
98,2022,Sindhi,2nd,Hinduja,60,1
94,2022,Sindhi,2nd,Hinduja,60,0
49,2022,Sindhi,2nd,Hinduja,60,0
83,2022,Sindhi,2nd,Hinduja,60,1
77,2022,Sindhi,2nd,Hinduja,60,1
59,2022,Sindhi,2nd,Hinduja,60,0
57,2022,Sindhi,2nd,Hinduja,60,1
87,2022,Sindhi,2nd,Hinduja,60,1
73,2022,Sindhi,2nd,Hinduja,60,0
48,2022,Sindhi,2nd,Hinduja,60,1
59,2022,Sindhi,2nd,Hinduja,60,1
48,2022,Sindhi,2nd,Hinduja,60,1
74,2022,Sindhi,2nd,Hinduja,60,1
75,2022,Sindhi,2nd,Hinduja,60,1
60,2022,Sindhi,2nd,Hinduja,60,1
100,2022,Sindhi,2nd,Hinduja,60,1
98,2022,Sindhi,2nd,Hinduja,60,1
69,2022,Sindhi,2nd,Hinduja,60,1
48,2022,Sindhi,2nd,Hinduja,60,1
99,2022,Sindhi,2nd,Hinduja,60,1
53,2022,Sindhi,2nd,Hinduja,60,0
60,2022,Sindhi,2nd,Hinduja,60,0
63,2022,Sindhi,2nd,Hinduja,60,0
97,2022,Sindhi,2nd,Hinduja,60,1
53,2022,Sindhi,2nd,Hinduja,60,1
43,2022,Sindhi,2nd,Hinduja,60,1
96,2022,Sindhi,2nd,Hinduja,60,0
59,2022,Sindhi,2nd,Hinduja,60,0
39,2022,Sindhi,2nd,Hinduja,60,0
93,2022,Sindhi,2nd,Hinduja,60,1
98,2022,Sindhi,2nd,Hinduja,60,1
96,2022,Sindhi,2nd,Hinduja,60,0
52,2022,Sindhi,2nd,Hinduja,60,0
97,2022,Sindhi,2nd,Hinduja,60,1
39,2022,Sindhi,2nd,Hinduja,60,0
56,2022,Sindhi,2nd,Hinduja,60,1
42,2022,Sindhi,2nd,Hinduja,60,1
68,2022,Sindhi,2nd,Hinduja,60,0
39,2022,Sindhi,2nd,Hinduja,60,0
61,2022,Sindhi,2nd,Hinduja,60,0
57,2022,Sindhi,2nd,Hinduja,60,1
61,2022,Sindhi,2nd,Hinduja,60,1
91,2022,Sindhi,2nd,Hinduja,60,1
77,2022,Sindhi,2nd,Hinduja,60,1
71,2022,Sindhi,2nd,Hinduja,60,1
59,2022,Sindhi,2nd,Hinduja,60,0
40,2022,Sindhi,2nd,Hinduja,60,1
81,2022,Sindhi,2nd,Hinduja,60,1
40,2022,Sindhi,2nd,Hinduja,60,1
37,2022,Sindhi,2nd,Hinduja,60,0
44,2022,Sindhi,2nd,Hinduja,60,0
64,2022,Sindhi,2nd,Hinduja,60,1
90,2022,Sindhi,2nd,Hinduja,60,1
38,2022,Sindhi,2nd,Hinduja,60,1
99,2022,Sindhi,2nd,Hinduja,60,0
43,2022,Sindhi,2nd,Hinduja,60,1
56,2022,Sindhi,2nd,Hinduja,60,1
66,2022,Sindhi,2nd,Hinduja,60,1
91,2022,Other,2nd,Hinduja,65,0
66,2022,Other,2nd,Hinduja,65,0
91,2022,Other,2nd,Hinduja,65,0
36,2022,Other,2nd,Hinduja,65,1
59,2022,Other,2nd,Hinduja,65,1
76,2022,Other,2nd,Hinduja,65,1
96,2022,Other,2nd,Hinduja,65,1
39,2022,Other,2nd,Hinduja,65,0
43,2022,Other,2nd,Hinduja,65,0
83,2022,Other,2nd,Hinduja,65,1
58,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,1
65,2022,Other,2nd,Hinduja,65,0
89,2022,Other,2nd,Hinduja,65,1
67,2022,Other,2nd,Hinduja,65,1
39,2022,Other,2nd,Hinduja,65,1
50,2022,Other,2nd,Hinduja,65,0
97,2022,Other,2nd,Hinduja,65,0
43,2022,Other,2nd,Hinduja,65,0
98,2022,Other,2nd,Hinduja,65,1
100,2022,Other,2nd,Hinduja,65,0
86,2022,Other,2nd,Hinduja,65,1
66,2022,Other,2nd,Hinduja,65,0
73,2022,Other,2nd,Hinduja,65,1
68,2022,Other,2nd,Hinduja,65,1
89,2022,Other,2nd,Hinduja,65,1
64,2022,Other,2nd,Hinduja,65,0
54,2022,Other,2nd,Hinduja,65,0
43,2022,Other,2nd,Hinduja,65,1
73,2022,Other,2nd,Hinduja,65,0
56,2022,Other,2nd,Hinduja,65,1
42,2022,Other,2nd,Hinduja,65,0
89,2022,Other,2nd,Hinduja,65,0
99,2022,Other,2nd,Hinduja,65,0
52,2022,Other,2nd,Hinduja,65,1
90,2022,Other,2nd,Hinduja,65,0
100,2022,Other,2nd,Hinduja,65,0
95,2022,Other,2nd,Hinduja,65,0
75,2022,Other,2nd,Hinduja,65,1
56,2022,Other,2nd,Hinduja,65,1
70,2022,Other,2nd,Hinduja,65,1
100,2022,Other,2nd,Hinduja,65,0
54,2022,Other,2nd,Hinduja,65,1
67,2022,Other,2nd,Hinduja,65,1
84,2022,Other,2nd,Hinduja,65,0
94,2022,Other,2nd,Hinduja,65,1
47,2022,Other,2nd,Hinduja,65,1
63,2022,Other,2nd,Hinduja,65,0
88,2022,Other,2nd,Hinduja,65,1
50,2022,Other,2nd,Hinduja,65,1
37,2022,Other,2nd,Hinduja,65,0
63,2022,Other,2nd,Hinduja,65,0
72,2022,Other,2nd,Hinduja,65,1
78,2022,Other,2nd,Hinduja,65,1
49,2022,Other,2nd,Hinduja,65,0
59,2022,Other,2nd,Hinduja,65,1
50,2022,Other,2nd,Hinduja,65,0
74,2022,Other,2nd,Hinduja,65,0
88,2022,Other,2nd,Hinduja,65,1
93,2022,Other,2nd,Hinduja,65,0
50,2022,Other,2nd,Hinduja,65,1
68,2022,Other,2nd,Hinduja,65,1
38,2022,Other,2nd,Hinduja,65,0
89,2022,Other,2nd,Hinduja,65,1
63,2022,Other,2nd,Hinduja,65,0
84,2022,Other,2nd,Hinduja,65,0
93,2022,Other,2nd,Hinduja,65,0
55,2022,Other,2nd,Hinduja,65,1
47,2022,Other,2nd,Hinduja,65,1
81,2022,Other,2nd,Hinduja,65,1
50,2022,Other,2nd,Hinduja,65,1
46,2022,Other,2nd,Hinduja,65,0
60,2022,Other,2nd,Hinduja,65,0
39,2022,Other,2nd,Hinduja,65,1
46,2022,Other,2nd,Hinduja,65,1
87,2022,Other,2nd,Hinduja,65,0
93,2022,Other,2nd,Hinduja,65,0
35,2022,Other,2nd,Hinduja,65,0
44,2022,Other,2nd,Hinduja,65,1
83,2022,Other,2nd,Hinduja,65,1
57,2022,Other,2nd,Hinduja,65,0
54,2022,Other,2nd,Hinduja,65,1
77,2022,Other,2nd,Hinduja,65,0
37,2022,Other,2nd,Hinduja,65,0
77,2022,Other,2nd,Hinduja,65,1
98,2022,Other,2nd,Hinduja,65,0
59,2022,Other,2nd,Hinduja,65,1
78,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,1
37,2022,Other,2nd,Hinduja,65,0
38,2022,Other,2nd,Hinduja,65,1
54,2022,Other,2nd,Hinduja,65,1
64,2022,Other,2nd,Hinduja,65,0
91,2022,Other,2nd,Hinduja,65,1
99,2022,Other,2nd,Hinduja,65,1
91,2022,Other,2nd,Hinduja,65,1
65,2022,Other,2nd,Hinduja,65,0
66,2022,Other,2nd,Hinduja,65,1
85,2022,Other,2nd,Hinduja,65,0
79,2022,Other,2nd,Hinduja,65,0
52,2022,Other,2nd,Hinduja,65,0
86,2022,Other,2nd,Hinduja,65,0
41,2022,Other,2nd,Hinduja,65,1
49,2022,Other,2nd,Hinduja,65,0
55,2022,Other,2nd,Hinduja,65,1
76,2022,Other,2nd,Hinduja,65,1
100,2022,Other,2nd,Hinduja,65,1
63,2022,Other,2nd,Hinduja,65,0
87,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,0
68,2022,Other,2nd,Hinduja,65,1
38,2022,Other,2nd,Hinduja,65,1
86,2022,Other,2nd,Hinduja,65,1
95,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,0
92,2022,Other,2nd,Hinduja,65,0
90,2022,Other,2nd,Hinduja,65,1
56,2022,Other,2nd,Hinduja,65,1
42,2022,Other,2nd,Hinduja,65,0
40,2022,Other,2nd,Hinduja,65,1
35,2022,Other,2nd,Hinduja,65,0
48,2022,Other,2nd,Hinduja,65,1
62,2022,Other,2nd,Hinduja,65,0
44,2022,Other,2nd,Hinduja,65,1
65,2022,Other,2nd,Hinduja,65,1
62,2022,Other,2nd,Hinduja,65,0
98,2022,Other,2nd,Hinduja,65,0
54,2022,Other,2nd,Hinduja,65,1
77,2022,Other,2nd,Hinduja,65,0
38,2022,Other,2nd,Hinduja,65,1
68,2022,Other,2nd,Hinduja,65,1
68,2022,Other,2nd,Hinduja,65,1
95,2022,Other,2nd,Hinduja,65,1
86,2022,Other,2nd,Hinduja,65,0
46,2022,Other,2nd,Hinduja,65,0
45,2022,Other,2nd,Hinduja,65,1
85,2022,Other,2nd,Hinduja,65,0
87,2022,Other,2nd,Hinduja,65,0
67,2022,Other,2nd,Hinduja,65,0
74,2022,Other,2nd,Hinduja,65,1
63,2022,Other,2nd,Hinduja,65,0
80,2022,Other,2nd,Hinduja,65,1
42,2022,Other,2nd,Hinduja,65,0
67,2022,Other,2nd,Hinduja,65,1
99,2022,Other,2nd,Hinduja,65,1
93,2022,Other,2nd,Hinduja,65,1
90,2022,Other,2nd,Hinduja,65,1
56,2022,Other,2nd,Hinduja,65,1
54,2022,Other,2nd,Hinduja,65,0
78,2022,Other,2nd,Hinduja,65,0
73,2022,Other,2nd,Hinduja,65,1
53,2022,Other,2nd,Hinduja,65,1
63,2022,Other,2nd,Hinduja,65,0
52,2022,Other,2nd,Hinduja,65,1
100,2022,Other,2nd,Hinduja,65,0
65,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,0
36,2022,Other,2nd,Hinduja,65,1
78,2022,Other,2nd,Hinduja,65,0
81,2022,Other,2nd,Hinduja,65,0
68,2022,Other,2nd,Hinduja,65,1
90,2022,Other,2nd,Hinduja,65,1
64,2022,Other,2nd,Hinduja,65,0
66,2022,Other,2nd,Hinduja,65,0
46,2022,Other,2nd,Hinduja,65,0
89,2022,Other,2nd,Hinduja,65,1
48,2022,Other,2nd,Hinduja,65,1
67,2022,Other,2nd,Hinduja,65,1
91,2022,Other,2nd,Hinduja,65,1
91,2022,Other,2nd,Hinduja,65,1
61,2022,Other,2nd,Hinduja,65,0
65,2022,Other,2nd,Hinduja,65,1
97,2022,Other,2nd,Hinduja,65,1
77,2022,Other,2nd,Hinduja,65,1
62,2022,Other,2nd,Hinduja,65,1
75,2022,Other,2nd,Hinduja,65,0
63,2022,Other,2nd,Hinduja,65,0
100,2022,Other,2nd,Hinduja,65,1
37,2022,Other,2nd,Hinduja,65,1
45,2022,Other,2nd,Hinduja,65,1
79,2022,Other,2nd,Hinduja,65,1
98,2022,Other,2nd,Hinduja,65,0
38,2022,Other,2nd,Hinduja,65,0
62,2022,Other,2nd,Hinduja,65,0
68,2022,Other,2nd,Hinduja,65,1
49,2022,Other,2nd,Hinduja,65,1
79,2022,Other,2nd,Hinduja,65,1
95,2022,Other,2nd,Hinduja,65,1
36,2022,Other,2nd,Hinduja,65,1
66,2022,Other,2nd,Hinduja,65,1
91,2022,Other,2nd,Hinduja,65,0
77,2022,Other,2nd,Hinduja,65,1
77,2022,Other,2nd,Hinduja,65,1
65,2022,Other,2nd,Hinduja,65,0
45,2022,Other,2nd,Hinduja,65,0
80,2022,Other,2nd,Hinduja,65,1
68,2022,Other,2nd,Hinduja,65,1
83,2022,Other,2nd,Hinduja,65,0
55,2022,Other,2nd,Hinduja,65,0
70,2022,Other,2nd,Hinduja,65,1
49,2022,Open,3rd,Hinduja,60,1
67,2022,Open,3rd,Hinduja,60,1
84,2022,Open,3rd,Hinduja,60,1
39,2022,Open,3rd,Hinduja,60,0
75,2022,Open,3rd,Hinduja,60,1
61,2022,Open,3rd,Hinduja,60,1
84,2022,Open,3rd,Hinduja,60,1
69,2022,Open,3rd,Hinduja,60,0
68,2022,Open,3rd,Hinduja,60,1
86,2022,Open,3rd,Hinduja,60,1
94,2022,Open,3rd,Hinduja,60,0
92,2022,Open,3rd,Hinduja,60,1
89,2022,Open,3rd,Hinduja,60,1
45,2022,Open,3rd,Hinduja,60,1
56,2022,Open,3rd,Hinduja,60,0
58,2022,Open,3rd,Hinduja,60,1
72,2022,Open,3rd,Hinduja,60,1
82,2022,Open,3rd,Hinduja,60,1
88,2022,Open,3rd,Hinduja,60,0
38,2022,Open,3rd,Hinduja,60,0
78,2022,Open,3rd,Hinduja,60,1
92,2022,Open,3rd,Hinduja,60,1
35,2022,Open,3rd,Hinduja,60,1
43,2022,Open,3rd,Hinduja,60,1
76,2022,Open,3rd,Hinduja,60,1
99,2022,Open,3rd,Hinduja,60,1
92,2022,Open,3rd,Hinduja,60,0
99,2022,Open,3rd,Hinduja,60,1
84,2022,Open,3rd,Hinduja,60,0
97,2022,Open,3rd,Hinduja,60,1
96,2022,Open,3rd,Hinduja,60,0
84,2022,Open,3rd,Hinduja,60,0
90,2022,Open,3rd,Hinduja,60,0
45,2022,Open,3rd,Hinduja,60,1
53,2022,Open,3rd,Hinduja,60,1
81,2022,Open,3rd,Hinduja,60,0
43,2022,Open,3rd,Hinduja,60,1
94,2022,Open,3rd,Hinduja,60,0
72,2022,Open,3rd,Hinduja,60,1
84,2022,Open,3rd,Hinduja,60,0
70,2022,Open,3rd,Hinduja,60,1
66,2022,Open,3rd,Hinduja,60,0
74,2022,Open,3rd,Hinduja,60,0
71,2022,Open,3rd,Hinduja,60,1
59,2022,Open,3rd,Hinduja,60,1
74,2022,Open,3rd,Hinduja,60,1
41,2022,Open,3rd,Hinduja,60,1
64,2022,Open,3rd,Hinduja,60,1
66,2022,Open,3rd,Hinduja,60,1
61,2022,Open,3rd,Hinduja,60,1
75,2022,Open,3rd,Hinduja,60,0
81,2022,Open,3rd,Hinduja,60,1
70,2022,Open,3rd,Hinduja,60,0
47,2022,Open,3rd,Hinduja,60,1
50,2022,Open,3rd,Hinduja,60,1
47,2022,Open,3rd,Hinduja,60,1
81,2022,Open,3rd,Hinduja,60,1
42,2022,Open,3rd,Hinduja,60,1
75,2022,Open,3rd,Hinduja,60,1
62,2022,Open,3rd,Hinduja,60,1
72,2022,Open,3rd,Hinduja,60,0
62,2022,Open,3rd,Hinduja,60,0
66,2022,Open,3rd,Hinduja,60,0
84,2022,Open,3rd,Hinduja,60,1
72,2022,Open,3rd,Hinduja,60,1
98,2022,Open,3rd,Hinduja,60,0
88,2022,Open,3rd,Hinduja,60,1
45,2022,Open,3rd,Hinduja,60,1
77,2022,Open,3rd,Hinduja,60,1
60,2022,Open,3rd,Hinduja,60,0
88,2022,Open,3rd,Hinduja,60,0
79,2022,Open,3rd,Hinduja,60,0
64,2022,Open,3rd,Hinduja,60,1
53,2022,Open,3rd,Hinduja,60,0
44,2022,Open,3rd,Hinduja,60,0
74,2022,Open,3rd,Hinduja,60,1
74,2022,Open,3rd,Hinduja,60,0
69,2022,Open,3rd,Hinduja,60,1
69,2022,Open,3rd,Hinduja,60,0
88,2022,Open,3rd,Hinduja,60,0
78,2022,Open,3rd,Hinduja,60,1
39,2022,Open,3rd,Hinduja,60,1
87,2022,Open,3rd,Hinduja,60,0
47,2022,Open,3rd,Hinduja,60,0
60,2022,Open,3rd,Hinduja,60,0
36,2022,Open,3rd,Hinduja,60,1
83,2022,Open,3rd,Hinduja,60,1
51,2022,Open,3rd,Hinduja,60,0
66,2022,Open,3rd,Hinduja,60,0
44,2022,Open,3rd,Hinduja,60,1
66,2022,Open,3rd,Hinduja,60,1
63,2022,Open,3rd,Hinduja,60,1
57,2022,Open,3rd,Hinduja,60,1
38,2022,Open,3rd,Hinduja,60,1
94,2022,Open,3rd,Hinduja,60,1
69,2022,Open,3rd,Hinduja,60,1
91,2022,Open,3rd,Hinduja,60,1
43,2022,Open,3rd,Hinduja,60,0
81,2022,Open,3rd,Hinduja,60,1
94,2022,Open,3rd,Hinduja,60,1
36,2022,Open,3rd,Hinduja,60,0
95,2022,Open,3rd,Hinduja,60,1
77,2022,Open,3rd,Hinduja,60,1
86,2022,Open,3rd,Hinduja,60,1
38,2022,Open,3rd,Hinduja,60,0
59,2022,Open,3rd,Hinduja,60,0
64,2022,Open,3rd,Hinduja,60,0
75,2022,Open,3rd,Hinduja,60,1
50,2022,Open,3rd,Hinduja,60,1
50,2022,Open,3rd,Hinduja,60,1
88,2022,Open,3rd,Hinduja,60,0
73,2022,Open,3rd,Hinduja,60,1
91,2022,Open,3rd,Hinduja,60,1
70,2022,Open,3rd,Hinduja,60,0
67,2022,Open,3rd,Hinduja,60,1
81,2022,Open,3rd,Hinduja,60,1
51,2022,Open,3rd,Hinduja,60,0
47,2022,Open,3rd,Hinduja,60,0
87,2022,Open,3rd,Hinduja,60,1
39,2022,Open,3rd,Hinduja,60,1
