marks,year,caste,list,subject,cutoff,result
91,2020,SC,2nd,PMS,,
75,2020,SBC,2nd,PMS,,
70,2020,ST,2nd,PMS,,
63,2020,NT-D,2nd,PMS,,
98,2020,NT-D,2nd,PMS,,
42,2020,Open,2nd,PMS,,
70,2020,VJ-A,2nd,PMS,,
84,2020,Open,2nd,PMS,,
99,2020,EBC,2nd,PMS,,
82,2020,EBC,2nd,PMS,,
73,2020,EBC,2nd,PMS,,
59,2020,NT-B,2nd,PMS,,
67,2020,NT-C,2nd,PMS,,
36,2020,NT-D,2nd,PMS,,
78,2020,NT-D,2nd,PMS,,
52,2020,OBC,2nd,PMS,,
52,2020,SC,2nd,PMS,,
39,2020,SC,2nd,PMS,,
53,2020,SBC,2nd,PMS,,
91,2020,NT-C,2nd,PMS,,
38,2020,NT-C,2nd,PMS,,
82,2020,NT-B,2nd,PMS,,
37,2020,OBC,2nd,PMS,,
95,2020,Open,2nd,PMS,,
85,2020,NT-C,2nd,PMS,,
54,2020,NT-C,2nd,PMS,,
52,2020,Open,2nd,PMS,,
82,2020,VJ-A,2nd,PMS,,
64,2020,NT-C,2nd,PMS,,
87,2020,SC,2nd,PMS,,
53,2020,NT-B,2nd,PMS,,
39,2020,NT-C,2nd,PMS,,
80,2020,OBC,2nd,PMS,,
70,2020,SC,2nd,PMS,,
76,2020,VJ-A,2nd,PMS,,
39,2020,ST,2nd,PMS,,
51,2020,Open,2nd,PMS,,
71,2020,EBC,2nd,PMS,,
92,2020,ST,2nd,PMS,,
60,2020,NT-B,2nd,PMS,,
41,2020,NT-C,2nd,PMS,,
37,2020,SC,2nd,PMS,,
90,2020,SBC,2nd,PMS,,
56,2020,OBC,2nd,PMS,,
77,2020,SC,2nd,PMS,,
66,2020,OBC,2nd,PMS,,
51,2020,SC,2nd,PMS,,
79,2020,NT-B,2nd,PMS,,
92,2020,EBC,2nd,PMS,,
92,2020,SC,2nd,PMS,,
95,2020,Open,2nd,PMS,,
79,2020,SEBC,2nd,PMS,,
93,2020,ST,2nd,PMS,,
41,2020,ST,2nd,PMS,,
64,2020,SEBC,2nd,PMS,,
51,2020,VJ-A,2nd,PMS,,
98,2020,SC,2nd,PMS,,
62,2020,ST,2nd,PMS,,
85,2020,NT-C,2nd,PMS,,
97,2020,Open,2nd,PMS,,
83,2020,NT-B,2nd,PMS,,
92,2020,NT-D,2nd,PMS,,
80,2020,EBC,2nd,PMS,,
46,2020,VJ-A,2nd,PMS,,
65,2020,NT-D,2nd,PMS,,
56,2020,EBC,2nd,PMS,,
85,2020,VJ-A,2nd,PMS,,
96,2020,SBC,2nd,PMS,,
41,2020,SBC,2nd,PMS,,
37,2020,ST,2nd,PMS,,
57,2020,SEBC,2nd,PMS,,
71,2020,SEBC,2nd,PMS,,
61,2020,SC,2nd,PMS,,
44,2020,SEBC,2nd,PMS,,
48,2020,NT-D,2nd,PMS,,
49,2020,NT-B,2nd,PMS,,
52,2020,Open,2nd,PMS,,
72,2020,OBC,2nd,PMS,,
71,2020,OBC,2nd,PMS,,
45,2020,EBC,2nd,PMS,,
61,2020,NT-C,2nd,PMS,,
70,2020,VJ-A,2nd,PMS,,
96,2020,NT-C,2nd,PMS,,
83,2020,SEBC,2nd,PMS,,
71,2020,SC,2nd,PMS,,
83,2020,OBC,2nd,PMS,,
68,2020,OBC,2nd,PMS,,
60,2020,SBC,2nd,PMS,,
99,2020,SEBC,2nd,PMS,,
51,2020,VJ-A,2nd,PMS,,
71,2020,ST,2nd,PMS,,
51,2020,NT-D,2nd,PMS,,
57,2020,EBC,2nd,PMS,,
63,2020,SEBC,2nd,PMS,,
41,2020,SBC,2nd,PMS,,
66,2020,SC,2nd,PMS,,
46,2020,SC,2nd,PMS,,
90,2020,NT-B,2nd,PMS,,
93,2020,Open,2nd,PMS,,
89,2020,Open,2nd,PMS,,
52,2020,EBC,2nd,PMS,,
78,2020,NT-B,2nd,PMS,,
50,2020,EBC,2nd,PMS,,
71,2020,SBC,2nd,PMS,,
54,2020,SC,2nd,PMS,,
56,2020,ST,2nd,PMS,,
45,2020,VJ-A,2nd,PMS,,
75,2020,NT-B,2nd,PMS,,
61,2020,SC,2nd,PMS,,
82,2020,VJ-A,2nd,PMS,,
49,2020,NT-C,2nd,PMS,,
83,2020,SBC,2nd,PMS,,
53,2020,VJ-A,2nd,PMS,,
56,2020,SBC,2nd,PMS,,
46,2020,VJ-A,2nd,PMS,,
98,2020,ST,2nd,PMS,,
70,2020,NT-D,2nd,PMS,,
39,2020,EBC,2nd,PMS,,
37,2020,EBC,2nd,PMS,,
37,2020,Open,2nd,PMS,,
65,2020,SBC,2nd,PMS,,
57,2020,VJ-A,2nd,PMS,,
91,2020,NT-D,2nd,PMS,,
58,2020,ST,2nd,PMS,,
93,2020,ST,2nd,PMS,,
98,2020,NT-C,2nd,PMS,,
73,2020,EBC,2nd,PMS,,
49,2020,NT-D,2nd,PMS,,
50,2020,NT-D,2nd,PMS,,
77,2020,SBC,2nd,PMS,,
81,2020,SBC,2nd,PMS,,
96,2020,EBC,2nd,PMS,,
60,2020,OBC,2nd,PMS,,
38,2020,Open,2nd,PMS,,
55,2020,SBC,2nd,PMS,,
65,2020,NT-C,2nd,PMS,,
38,2020,NT-B,2nd,PMS,,
64,2020,ST,2nd,PMS,,
46,2020,EBC,2nd,PMS,,
41,2020,VJ-A,2nd,PMS,,
80,2020,EBC,2nd,PMS,,
97,2020,SBC,2nd,PMS,,
100,2020,VJ-A,2nd,PMS,,
78,2020,SBC,2nd,PMS,,
50,2020,NT-B,2nd,PMS,,
43,2020,NT-D,2nd,PMS,,
48,2020,VJ-A,2nd,PMS,,
57,2020,EBC,2nd,PMS,,
76,2020,ST,2nd,PMS,,
39,2020,Open,2nd,PMS,,
88,2020,SBC,2nd,PMS,,
44,2020,ST,2nd,PMS,,
97,2020,SC,2nd,PMS,,
73,2020,NT-D,2nd,PMS,,
92,2020,NT-B,2nd,PMS,,
83,2020,EBC,2nd,PMS,,
56,2020,NT-C,2nd,PMS,,
74,2020,OBC,2nd,PMS,,
68,2020,NT-D,2nd,PMS,,
96,2020,SC,2nd,PMS,,
79,2020,ST,2nd,PMS,,
55,2020,SBC,2nd,PMS,,
68,2020,NT-B,2nd,PMS,,
62,2020,NT-B,2nd,PMS,,
83,2020,Open,2nd,PMS,,
76,2020,OBC,2nd,PMS,,
36,2020,SBC,2nd,PMS,,
92,2020,ST,2nd,PMS,,
45,2020,SBC,2nd,PMS,,
62,2020,SBC,2nd,PMS,,
48,2020,SEBC,2nd,PMS,,
55,2020,NT-D,2nd,PMS,,
58,2020,NT-C,2nd,PMS,,
48,2020,Open,2nd,PMS,,
39,2020,NT-D,2nd,PMS,,
74,2020,ST,2nd,PMS,,
50,2020,SEBC,2nd,PMS,,
86,2020,SBC,2nd,PMS,,
69,2020,Open,2nd,PMS,,
76,2020,VJ-A,2nd,PMS,,
98,2020,ST,2nd,PMS,,
85,2020,NT-D,2nd,PMS,,
63,2020,SEBC,2nd,PMS,,
67,2020,NT-D,2nd,PMS,,
86,2020,OBC,2nd,PMS,,
62,2020,NT-B,2nd,PMS,,
96,2020,SBC,2nd,PMS,,
94,2020,NT-B,2nd,PMS,,
43,2020,VJ-A,2nd,PMS,,
78,2020,Open,2nd,PMS,,
37,2020,NT-D,2nd,PMS,,
44,2020,NT-D,2nd,PMS,,
42,2020,NT-D,2nd,PMS,,
99,2020,NT-D,2nd,PMS,,
62,2020,NT-C,2nd,PMS,,
99,2020,Open,2nd,PMS,,
63,2020,EBC,2nd,PMS,,
88,2020,NT-C,2nd,PMS,,
90,2020,SC,2nd,PMS,,
75,2020,EBC,2nd,PMS,,
91,2020,OBC,2nd,PMS,,
37,2020,NT-B,2nd,PMS,,
74,2020,NT-D,2nd,PMS,,
96,2020,NT-D,2nd,PMS,,
55,2020,ST,2nd,PMS,,
57,2020,SEBC,2nd,PMS,,
72,2020,EBC,2nd,PMS,,
45,2020,ST,2nd,PMS,,
87,2020,SEBC,2nd,PMS,,
75,2020,Open,2nd,PMS,,
52,2020,SEBC,2nd,PMS,,
78,2020,NT-D,2nd,PMS,,
86,2020,ST,2nd,PMS,,
51,2020,SEBC,2nd,PMS,,
99,2020,EBC,2nd,PMS,,
43,2020,OBC,2nd,PMS,,
86,2020,VJ-A,2nd,PMS,,
95,2020,OBC,2nd,PMS,,
98,2020,Open,2nd,PMS,,
94,2020,ST,2nd,PMS,,
70,2020,SBC,2nd,PMS,,
79,2020,SC,2nd,PMS,,
76,2020,NT-B,2nd,PMS,,
56,2020,NT-D,2nd,PMS,,
70,2020,EBC,2nd,PMS,,
91,2020,EBC,2nd,PMS,,
68,2020,OBC,2nd,PMS,,
72,2020,SBC,2nd,PMS,,
67,2020,SC,2nd,PMS,,
97,2020,ST,2nd,PMS,,
74,2020,NT-C,2nd,PMS,,
36,2020,ST,2nd,PMS,,
98,2020,ST,2nd,PMS,,
97,2020,SEBC,2nd,PMS,,
89,2020,SEBC,2nd,PMS,,
49,2020,SC,2nd,PMS,,
62,2020,SEBC,2nd,PMS,,
78,2020,ST,2nd,PMS,,
95,2020,ST,2nd,PMS,,
64,2020,SEBC,2nd,PMS,,
80,2020,SBC,2nd,PMS,,
69,2020,VJ-A,2nd,PMS,,
47,2020,EBC,2nd,PMS,,
43,2020,SBC,2nd,PMS,,
57,2020,OBC,2nd,PMS,,
88,2020,ST,2nd,PMS,,
88,2020,SC,2nd,PMS,,
67,2020,ST,2nd,PMS,,
45,2020,SC,2nd,PMS,,
66,2020,VJ-A,2nd,PMS,,
78,2020,NT-D,2nd,PMS,,
59,2020,Open,2nd,PMS,,
79,2020,VJ-A,2nd,PMS,,
81,2020,OBC,2nd,PMS,,
84,2020,Open,2nd,PMS,,
46,2020,OBC,2nd,PMS,,
50,2020,SBC,2nd,PMS,,
67,2020,ST,2nd,PMS,,
78,2020,SEBC,2nd,PMS,,
68,2020,SC,2nd,PMS,,
47,2020,NT-D,2nd,PMS,,
97,2020,SBC,2nd,PMS,,
66,2020,SEBC,2nd,PMS,,
84,2020,NT-B,2nd,PMS,,
35,2020,SEBC,2nd,PMS,,
77,2020,SBC,2nd,PMS,,
97,2020,NT-C,2nd,PMS,,
57,2020,SBC,2nd,PMS,,
96,2020,SBC,2nd,PMS,,
98,2020,SBC,2nd,PMS,,
35,2020,Open,2nd,PMS,,
85,2020,VJ-A,2nd,PMS,,
39,2020,Open,2nd,PMS,,
99,2020,NT-D,2nd,PMS,,
96,2020,EBC,2nd,PMS,,
36,2020,ST,2nd,PMS,,
84,2020,EBC,2nd,PMS,,
61,2020,SC,2nd,PMS,,
86,2020,VJ-A,2nd,PMS,,
90,2020,ST,2nd,PMS,,
70,2020,NT-C,2nd,PMS,,
86,2020,EBC,2nd,PMS,,
75,2020,Open,2nd,PMS,,
66,2020,OBC,2nd,PMS,,
80,2020,NT-C,2nd,PMS,,
36,2020,NT-B,2nd,PMS,,
52,2020,SC,2nd,PMS,,
80,2020,Open,2nd,PMS,,
82,2020,NT-B,2nd,PMS,,
58,2020,NT-D,2nd,PMS,,
57,2020,NT-C,2nd,PMS,,
96,2020,VJ-A,2nd,PMS,,
41,2020,ST,2nd,PMS,,
92,2020,SC,2nd,PMS,,
44,2020,NT-C,2nd,PMS,,
95,2020,SBC,2nd,PMS,,
84,2020,Open,2nd,PMS,,
55,2020,SEBC,2nd,PMS,,
51,2020,NT-B,2nd,PMS,,
93,2020,SC,2nd,PMS,,
76,2020,SEBC,2nd,PMS,,
57,2020,EBC,2nd,PMS,,
57,2020,EBC,2nd,PMS,,
69,2020,SBC,2nd,PMS,,
47,2020,NT-C,3rd,PMS,,
64,2020,NT-D,3rd,PMS,,
99,2020,NT-D,3rd,PMS,,
44,2020,SEBC,3rd,PMS,,
81,2020,SEBC,3rd,PMS,,
96,2020,EBC,3rd,PMS,,
36,2020,Open,3rd,PMS,,
78,2020,OBC,3rd,PMS,,
85,2020,NT-C,3rd,PMS,,
45,2020,VJ-A,3rd,PMS,,
70,2020,ST,3rd,PMS,,
95,2020,Open,3rd,PMS,,
43,2020,NT-B,3rd,PMS,,
88,2020,VJ-A,3rd,PMS,,
61,2020,VJ-A,3rd,PMS,,
82,2020,ST,3rd,PMS,,
99,2020,SBC,3rd,PMS,,
73,2020,NT-D,3rd,PMS,,
46,2020,NT-C,3rd,PMS,,
63,2020,NT-C,3rd,PMS,,
97,2020,OBC,3rd,PMS,,
41,2020,SBC,3rd,PMS,,
63,2020,VJ-A,3rd,PMS,,
57,2020,SBC,3rd,PMS,,
74,2020,OBC,3rd,PMS,,
79,2020,SC,3rd,PMS,,
37,2020,SBC,3rd,PMS,,
44,2020,ST,3rd,PMS,,
65,2020,NT-B,3rd,PMS,,
72,2020,SC,3rd,PMS,,
82,2020,NT-B,3rd,PMS,,
65,2020,OBC,3rd,PMS,,
73,2020,SBC,3rd,PMS,,
77,2020,NT-D,3rd,PMS,,
76,2020,SEBC,3rd,PMS,,
87,2020,NT-B,3rd,PMS,,
85,2020,VJ-A,3rd,PMS,,
68,2020,NT-C,3rd,PMS,,
86,2020,Open,3rd,PMS,,
93,2020,SEBC,3rd,PMS,,
47,2020,EBC,3rd,PMS,,
69,2020,SEBC,3rd,PMS,,
63,2020,VJ-A,3rd,PMS,,
40,2020,EBC,3rd,PMS,,
40,2020,NT-B,3rd,PMS,,
89,2020,NT-B,3rd,PMS,,
64,2020,VJ-A,3rd,PMS,,
48,2020,VJ-A,3rd,PMS,,
62,2020,Open,3rd,PMS,,
71,2020,VJ-A,3rd,PMS,,
73,2020,EBC,3rd,PMS,,
97,2020,EBC,3rd,PMS,,
68,2020,EBC,3rd,PMS,,
49,2020,SEBC,3rd,PMS,,
98,2020,VJ-A,3rd,PMS,,
58,2020,Open,3rd,PMS,,
96,2020,Open,3rd,PMS,,
78,2020,SC,3rd,PMS,,
53,2020,NT-D,3rd,PMS,,
35,2020,VJ-A,3rd,PMS,,
92,2020,ST,3rd,PMS,,
65,2020,VJ-A,3rd,PMS,,
58,2020,OBC,3rd,PMS,,
38,2020,EBC,3rd,PMS,,
57,2020,Open,3rd,PMS,,
58,2020,SEBC,3rd,PMS,,
65,2020,EBC,3rd,PMS,,
81,2020,OBC,3rd,PMS,,
82,2020,NT-D,3rd,PMS,,
96,2020,SEBC,3rd,PMS,,
36,2020,NT-D,3rd,PMS,,
79,2020,NT-B,3rd,PMS,,
87,2020,SBC,3rd,PMS,,
36,2020,NT-D,3rd,PMS,,
98,2020,SEBC,3rd,PMS,,
93,2020,SC,3rd,PMS,,
62,2020,Open,3rd,PMS,,
77,2020,NT-C,3rd,PMS,,
35,2020,VJ-A,3rd,PMS,,
91,2020,SBC,3rd,PMS,,
68,2020,SBC,3rd,PMS,,
94,2020,NT-C,3rd,PMS,,
91,2020,NT-B,3rd,PMS,,
42,2020,SEBC,3rd,PMS,,
51,2020,NT-B,3rd,PMS,,
51,2020,OBC,3rd,PMS,,
55,2020,OBC,3rd,PMS,,
44,2020,NT-C,3rd,PMS,,
72,2020,VJ-A,3rd,PMS,,
65,2020,NT-C,3rd,PMS,,
80,2020,NT-C,3rd,PMS,,
89,2020,NT-C,3rd,PMS,,
55,2020,Open,3rd,PMS,,
46,2020,NT-B,3rd,PMS,,
46,2020,NT-C,3rd,PMS,,
67,2020,NT-B,3rd,PMS,,
85,2020,Open,3rd,PMS,,
66,2020,ST,3rd,PMS,,
88,2020,Open,3rd,PMS,,
75,2020,NT-D,3rd,PMS,,
43,2020,NT-C,3rd,PMS,,
76,2020,EBC,3rd,PMS,,
100,2020,NT-C,3rd,PMS,,
86,2020,VJ-A,3rd,PMS,,
77,2020,NT-C,3rd,PMS,,
86,2020,ST,3rd,PMS,,
74,2020,EBC,3rd,PMS,,
70,2020,OBC,3rd,PMS,,
88,2020,SC,3rd,PMS,,
40,2020,SBC,3rd,PMS,,
94,2020,NT-B,3rd,PMS,,
42,2020,Open,3rd,PMS,,
41,2020,SBC,3rd,PMS,,
79,2020,NT-C,3rd,PMS,,
90,2020,VJ-A,3rd,PMS,,
67,2020,SC,3rd,PMS,,
58,2020,SBC,3rd,PMS,,
54,2020,NT-D,3rd,PMS,,
84,2020,NT-D,3rd,PMS,,
64,2020,VJ-A,3rd,PMS,,
76,2020,SEBC,3rd,PMS,,
76,2020,SC,3rd,PMS,,
50,2020,OBC,3rd,PMS,,
93,2020,ST,3rd,PMS,,
49,2020,EBC,3rd,PMS,,
96,2020,NT-B,3rd,PMS,,
84,2020,SC,3rd,PMS,,
43,2020,VJ-A,3rd,PMS,,
83,2020,SC,3rd,PMS,,
69,2020,NT-B,3rd,PMS,,
53,2020,NT-C,3rd,PMS,,
92,2020,SBC,3rd,PMS,,
80,2020,EBC,3rd,PMS,,
44,2020,VJ-A,3rd,PMS,,
39,2020,NT-D,3rd,PMS,,
95,2020,ST,3rd,PMS,,
78,2020,ST,3rd,PMS,,
74,2020,SEBC,3rd,PMS,,
45,2020,NT-B,3rd,PMS,,
70,2020,EBC,3rd,PMS,,
62,2020,SC,3rd,PMS,,
95,2020,SC,3rd,PMS,,
80,2020,ST,3rd,PMS,,
63,2020,NT-D,3rd,PMS,,
77,2020,Open,3rd,PMS,,
86,2020,NT-C,3rd,PMS,,
51,2020,NT-B,3rd,PMS,,
58,2020,Open,3rd,PMS,,
48,2020,Open,3rd,PMS,,
58,2020,NT-C,3rd,PMS,,
90,2020,SBC,3rd,PMS,,
81,2020,OBC,3rd,PMS,,
42,2020,SEBC,3rd,PMS,,
73,2020,SBC,3rd,PMS,,
98,2020,SC,3rd,PMS,,
89,2020,NT-B,3rd,PMS,,
96,2020,NT-D,3rd,PMS,,
72,2020,NT-C,3rd,PMS,,
89,2020,NT-C,3rd,PMS,,
35,2020,NT-C,3rd,PMS,,
93,2020,NT-D,3rd,PMS,,
64,2020,OBC,3rd,PMS,,
49,2020,OBC,3rd,PMS,,
42,2020,OBC,3rd,PMS,,
92,2020,ST,3rd,PMS,,
45,2020,NT-B,3rd,PMS,,
74,2020,OBC,3rd,PMS,,
73,2020,SBC,3rd,PMS,,
86,2020,Open,3rd,PMS,,
77,2020,SBC,3rd,PMS,,
65,2020,NT-D,3rd,PMS,,
36,2020,NT-B,3rd,PMS,,
93,2020,SBC,3rd,PMS,,
46,2020,VJ-A,3rd,PMS,,
42,2020,SBC,3rd,PMS,,
97,2020,SEBC,3rd,PMS,,
60,2020,OBC,3rd,PMS,,
65,2020,ST,3rd,PMS,,
88,2020,SC,3rd,PMS,,
50,2020,OBC,3rd,PMS,,
76,2020,SBC,3rd,PMS,,
55,2020,SEBC,3rd,PMS,,
83,2020,OBC,3rd,PMS,,
59,2020,SC,3rd,PMS,,
67,2020,VJ-A,3rd,PMS,,
51,2020,SBC,3rd,PMS,,
95,2020,NT-D,3rd,PMS,,
96,2020,VJ-A,3rd,PMS,,
41,2020,OBC,3rd,PMS,,
96,2020,Open,3rd,PMS,,
89,2020,SC,3rd,PMS,,
44,2020,NT-B,3rd,PMS,,
66,2020,EBC,3rd,PMS,,
79,2020,NT-B,3rd,PMS,,
52,2020,NT-D,3rd,PMS,,
49,2020,VJ-A,3rd,PMS,,
80,2020,NT-C,3rd,PMS,,
88,2020,NT-D,3rd,PMS,,
65,2020,NT-B,3rd,PMS,,
44,2020,NT-C,3rd,PMS,,
56,2020,OBC,3rd,PMS,,
84,2020,ST,3rd,PMS,,
40,2020,SEBC,3rd,PMS,,
50,2020,VJ-A,3rd,PMS,,
65,2020,ST,3rd,PMS,,
51,2020,SC,3rd,PMS,,
80,2020,ST,3rd,PMS,,
82,2020,NT-C,3rd,PMS,,
79,2020,Open,3rd,PMS,,
62,2020,SEBC,3rd,PMS,,
96,2020,OBC,3rd,PMS,,
90,2020,VJ-A,3rd,PMS,,
91,2020,Open,3rd,PMS,,
50,2020,OBC,3rd,PMS,,
62,2020,SBC,3rd,PMS,,
48,2020,NT-B,3rd,PMS,,
71,2020,SBC,3rd,PMS,,
64,2020,NT-C,3rd,PMS,,
57,2020,Open,3rd,PMS,,
46,2020,SC,3rd,PMS,,
51,2020,SC,3rd,PMS,,
96,2020,VJ-A,3rd,PMS,,
55,2020,OBC,3rd,PMS,,
50,2020,NT-B,3rd,PMS,,
85,2020,SC,3rd,PMS,,
57,2020,NT-B,3rd,PMS,,
80,2020,NT-B,3rd,PMS,,
70,2020,SC,3rd,PMS,,
89,2020,OBC,3rd,PMS,,
77,2020,ST,3rd,PMS,,
62,2020,ST,3rd,PMS,,
53,2020,EBC,3rd,PMS,,
37,2020,VJ-A,3rd,PMS,,
66,2020,Open,3rd,PMS,,
45,2020,SC,3rd,PMS,,
94,2020,EBC,3rd,PMS,,
90,2020,ST,3rd,PMS,,
77,2020,Open,3rd,PMS,,
69,2020,NT-D,3rd,PMS,,
75,2020,NT-C,3rd,PMS,,
86,2020,NT-D,3rd,PMS,,
94,2020,SEBC,3rd,PMS,,
43,2020,OBC,3rd,PMS,,
53,2020,VJ-A,3rd,PMS,,
70,2020,NT-C,3rd,PMS,,
72,2020,SEBC,3rd,PMS,,
42,2020,ST,3rd,PMS,,
78,2020,NT-B,3rd,PMS,,
75,2020,Open,3rd,PMS,,
73,2020,OBC,3rd,PMS,,
49,2020,ST,3rd,PMS,,
84,2020,NT-D,3rd,PMS,,
65,2020,NT-D,3rd,PMS,,
63,2020,SBC,3rd,PMS,,
63,2020,Open,3rd,PMS,,
95,2020,VJ-A,3rd,PMS,,
69,2020,NT-B,3rd,PMS,,
75,2020,EBC,3rd,PMS,,
59,2020,NT-D,3rd,PMS,,
80,2020,SC,3rd,PMS,,
60,2020,EBC,3rd,PMS,,
64,2020,Open,3rd,PMS,,
55,2020,Open,3rd,PMS,,
44,2020,SBC,3rd,PMS,,
42,2020,EBC,3rd,PMS,,
80,2020,NT-B,3rd,PMS,,
87,2020,NT-D,3rd,PMS,,
100,2020,NT-C,3rd,PMS,,
36,2020,VJ-A,3rd,PMS,,
44,2020,VJ-A,3rd,PMS,,
55,2020,NT-B,3rd,PMS,,
73,2020,NT-D,3rd,PMS,,
94,2020,Open,3rd,PMS,,
87,2020,NT-D,3rd,PMS,,
93,2020,SBC,3rd,PMS,,
97,2020,SEBC,3rd,PMS,,
79,2020,NT-B,3rd,PMS,,
56,2020,NT-B,3rd,PMS,,
47,2020,SC,3rd,PMS,,
81,2020,OBC,3rd,PMS,,
65,2020,NT-B,3rd,PMS,,
85,2020,SBC,3rd,PMS,,
69,2020,OBC,3rd,PMS,,
95,2020,SBC,3rd,PMS,,
92,2020,VJ-A,3rd,PMS,,
69,2020,NT-C,3rd,PMS,,
61,2020,NT-D,3rd,PMS,,
68,2020,NT-B,3rd,PMS,,
96,2020,VJ-A,3rd,PMS,,
62,2020,Open,3rd,PMS,,
76,2020,SEBC,3rd,PMS,,
80,2020,NT-C,3rd,PMS,,
67,2020,NT-B,3rd,PMS,,
54,2020,NT-B,3rd,PMS,,
80,2020,ST,3rd,PMS,,
58,2020,SBC,3rd,PMS,,
90,2020,EBC,3rd,PMS,,
95,2020,SBC,3rd,PMS,,
52,2020,ST,3rd,PMS,,
85,2020,SBC,3rd,PMS,,
87,2020,OBC,3rd,PMS,,
69,2020,VJ-A,3rd,PMS,,
93,2020,VJ-A,3rd,PMS,,
100,2020,ST,3rd,PMS,,
75,2020,SEBC,3rd,PMS,,
82,2020,SC,3rd,PMS,,
44,2020,OBC,3rd,PMS,,
56,2020,EBC,3rd,PMS,,
87,2020,SEBC,3rd,PMS,,
63,2020,EBC,3rd,PMS,,
52,2020,ST,3rd,PMS,,
75,2020,NT-D,3rd,PMS,,
59,2020,SBC,3rd,PMS,,
84,2020,Open,3rd,PMS,,
60,2020,SBC,3rd,PMS,,
70,2020,SBC,3rd,PMS,,
74,2020,NT-D,3rd,PMS,,
58,2020,OBC,3rd,PMS,,
97,2020,SEBC,3rd,PMS,,
35,2020,NT-C,3rd,PMS,,
85,2020,SC,3rd,PMS,,
61,2020,SEBC,3rd,PMS,,
76,2020,SEBC,3rd,PMS,,
92,2020,NT-B,3rd,PMS,,
54,2020,NT-C,3rd,PMS,,
98,2020,SC,3rd,PMS,,
95,2020,VJ-A,3rd,PMS,,
78,2020,NT-D,3rd,PMS,,
89,2020,EBC,3rd,PMS,,
65,2020,NT-C,3rd,PMS,,
44,2020,SEBC,3rd,PMS,,
64,2020,NT-B,3rd,PMS,,
61,2020,SC,3rd,PMS,,
76,2020,NT-B,3rd,PMS,,
94,2020,SBC,3rd,PMS,,
60,2020,NT-C,3rd,PMS,,
68,2020,SBC,3rd,PMS,,
82,2020,SC,3rd,PMS,,
43,2020,SEBC,3rd,PMS,,
64,2020,SEBC,3rd,PMS,,
68,2020,NT-D,3rd,PMS,,
96,2020,SBC,3rd,PMS,,
54,2020,SC,3rd,PMS,,
74,2020,SC,3rd,PMS,,
99,2020,NT-D,3rd,PMS,,
43,2020,SEBC,3rd,PMS,,
73,2020,OBC,3rd,PMS,,
66,2020,VJ-A,3rd,PMS,,
35,2020,Open,3rd,PMS,,
37,2020,OBC,3rd,PMS,,
61,2020,SBC,3rd,PMS,,
62,2020,OBC,3rd,PMS,,
95,2020,SEBC,3rd,PMS,,
65,2020,EBC,3rd,PMS,,
65,2020,NT-B,3rd,PMS,,
90,2020,VJ-A,3rd,PMS,,
54,2020,EBC,3rd,PMS,,
79,2020,NT-C,3rd,PMS,,
65,2020,SEBC,3rd,PMS,,
75,2020,NT-C,3rd,PMS,,
54,2020,OBC,3rd,PMS,,
71,2020,SEBC,3rd,PMS,,
82,2020,SBC,3rd,PMS,,
91,2020,OBC,3rd,PMS,,
67,2020,NT-B,3rd,PMS,,
58,2020,SC,3rd,PMS,,
73,2020,SBC,3rd,PMS,,
94,2020,SBC,3rd,PMS,,
97,2020,NT-D,3rd,PMS,,
99,2020,EBC,3rd,PMS,,
45,2020,VJ-A,3rd,PMS,,
99,2020,SC,3rd,PMS,,
85,2020,ST,3rd,PMS,,
47,2020,NT-D,3rd,PMS,,
76,2020,VJ-A,3rd,PMS,,
81,2020,ST,3rd,PMS,,
35,2020,NT-C,3rd,PMS,,
85,2020,SEBC,3rd,PMS,,
59,2020,NT-B,3rd,PMS,,
65,2020,Open,3rd,PMS,,
58,2020,ST,3rd,PMS,,
64,2020,NT-D,3rd,PMS,,
71,2020,OBC,3rd,PMS,,
42,2020,ST,3rd,PMS,,
47,2020,VJ-A,3rd,PMS,,
77,2020,OBC,3rd,PMS,,
65,2020,NT-C,3rd,PMS,,
62,2020,SC,3rd,PMS,,
92,2020,ST,3rd,PMS,,
50,2020,VJ-A,3rd,PMS,,
42,2020,ST,3rd,PMS,,
47,2020,EBC,3rd,PMS,,
53,2020,SBC,3rd,PMS,,
88,2020,VJ-A,3rd,PMS,,
74,2020,SEBC,3rd,PMS,,
51,2020,Open,3rd,PMS,,
40,2020,Open,3rd,PMS,,
64,2020,SBC,3rd,PMS,,
52,2020,SEBC,3rd,PMS,,
57,2020,SEBC,3rd,PMS,,
90,2020,EBC,3rd,PMS,,
40,2020,NT-C,3rd,PMS,,
36,2020,NT-D,3rd,PMS,,
73,2020,NT-B,3rd,PMS,,
35,2020,VJ-A,3rd,PMS,,
100,2020,SBC,3rd,PMS,,
97,2020,NT-C,3rd,PMS,,
53,2020,NT-B,3rd,PMS,,
65,2020,SC,3rd,PMS,,
94,2020,EBC,3rd,PMS,,
88,2020,ST,3rd,PMS,,
60,2020,SEBC,3rd,PMS,,
92,2020,NT-D,3rd,PMS,,
74,2020,SEBC,3rd,PMS,,
48,2020,NT-D,3rd,PMS,,
48,2020,NT-C,3rd,PMS,,
76,2020,SBC,3rd,PMS,,
54,2020,SEBC,3rd,PMS,,
48,2020,Open,3rd,PMS,,
48,2020,VJ-A,3rd,PMS,,
