marks,year,caste,list,College,cutoff,result
94,2020,Open,3rd,Wilson,73,1
94,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,1
98,2020,Open,3rd,Wilson,73,1
96,2020,Open,3rd,Wilson,73,1
51,2020,Open,3rd,Wilson,73,1
89,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,0
44,2020,Open,3rd,Wilson,73,1
84,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,1
72,2020,Open,3rd,Wilson,73,0
97,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
35,2020,Open,3rd,Wilson,73,0
48,2020,Open,3rd,Wilson,73,0
81,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,1
68,2020,Open,3rd,Wilson,73,0
65,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,0
96,2020,Open,3rd,Wilson,73,1
81,2020,Open,3rd,Wilson,73,1
90,2020,Open,3rd,Wilson,73,1
60,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
70,2020,Open,3rd,Wilson,73,0
59,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
59,2020,Open,3rd,Wilson,73,1
51,2020,Open,3rd,Wilson,73,0
66,2020,Open,3rd,Wilson,73,1
68,2020,Open,3rd,Wilson,73,0
64,2020,Open,3rd,Wilson,73,1
75,2020,Open,3rd,Wilson,73,1
95,2020,Open,3rd,Wilson,73,1
91,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,0
77,2020,Open,3rd,Wilson,73,1
71,2020,Open,3rd,Wilson,73,0
44,2020,Open,3rd,Wilson,73,0
51,2020,Open,3rd,Wilson,73,1
42,2020,Open,3rd,Wilson,73,1
40,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,1
42,2020,Open,3rd,Wilson,73,0
66,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,1
54,2020,Open,3rd,Wilson,73,1
36,2020,Open,3rd,Wilson,73,0
59,2020,Open,3rd,Wilson,73,1
48,2020,Open,3rd,Wilson,73,0
38,2020,Open,3rd,Wilson,73,0
78,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
96,2020,Open,3rd,Wilson,73,1
94,2020,Open,3rd,Wilson,73,1
75,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,0
78,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
71,2020,Open,3rd,Wilson,73,1
55,2020,Open,3rd,Wilson,73,0
61,2020,Open,3rd,Wilson,73,0
62,2020,Open,3rd,Wilson,73,1
96,2020,Open,3rd,Wilson,73,1
64,2020,Open,3rd,Wilson,73,1
71,2020,Open,3rd,Wilson,73,1
82,2020,Open,3rd,Wilson,73,1
98,2020,Open,3rd,Wilson,73,1
79,2020,Open,3rd,Wilson,73,1
67,2020,Open,3rd,Wilson,73,0
77,2020,Open,3rd,Wilson,73,1
78,2020,Open,3rd,Wilson,73,1
36,2020,Open,3rd,Wilson,73,0
98,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,0
100,2020,Open,3rd,Wilson,73,1
83,2020,Open,3rd,Wilson,73,1
72,2020,Open,3rd,Wilson,73,0
42,2020,Open,3rd,Wilson,73,0
36,2020,Open,3rd,Wilson,73,0
82,2020,Open,3rd,Wilson,73,1
79,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,1
46,2020,Open,3rd,Wilson,73,1
60,2020,Open,3rd,Wilson,73,1
82,2020,Open,3rd,Wilson,73,1
43,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,0
77,2020,Open,3rd,Wilson,73,1
91,2020,Open,3rd,Wilson,73,1
64,2020,Open,3rd,Wilson,73,1
85,2020,Open,3rd,Wilson,73,1
79,2020,Open,3rd,Wilson,73,1
84,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
83,2020,Open,3rd,Wilson,73,1
40,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
81,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,0
87,2020,Open,3rd,Wilson,73,1
52,2020,Open,3rd,Wilson,73,0
74,2020,Open,3rd,Wilson,73,1
69,2020,Open,3rd,Wilson,73,0
51,2020,Open,3rd,Wilson,73,1
82,2020,Open,3rd,Wilson,73,1
72,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,0
72,2020,Open,3rd,Wilson,73,0
83,2020,Open,3rd,Wilson,73,1
80,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,1
59,2020,Open,3rd,Wilson,73,0
63,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,1
84,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,1
82,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
70,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,1
55,2020,Open,3rd,Wilson,73,0
64,2020,Open,3rd,Wilson,73,1
70,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
98,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,0
86,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,1
88,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,0
65,2020,Open,3rd,Wilson,73,0
65,2020,Open,3rd,Wilson,73,0
62,2020,Open,3rd,Wilson,73,0
59,2020,Open,3rd,Wilson,73,0
79,2020,Open,3rd,Wilson,73,1
35,2020,Open,3rd,Wilson,73,0
55,2020,Open,3rd,Wilson,73,0
38,2020,Open,3rd,Wilson,73,1
69,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,1
72,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
53,2020,Open,3rd,Wilson,73,1
88,2020,Open,3rd,Wilson,73,1
95,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,0
59,2020,Open,3rd,Wilson,73,1
53,2020,Open,3rd,Wilson,73,0
54,2020,Open,3rd,Wilson,73,0
45,2020,Open,3rd,Wilson,73,0
42,2020,Open,3rd,Wilson,73,1
88,2020,Open,3rd,Wilson,73,1
77,2020,Open,3rd,Wilson,73,1
54,2020,Open,3rd,Wilson,73,0
46,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,0
74,2020,Open,3rd,Wilson,73,1
89,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,0
69,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,1
59,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
49,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
60,2020,Open,3rd,Wilson,73,0
65,2020,Open,3rd,Wilson,73,1
94,2020,Open,3rd,Wilson,73,1
80,2020,Open,3rd,Wilson,73,1
84,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,0
93,2020,Open,3rd,Wilson,73,1
43,2020,Open,3rd,Wilson,73,0
72,2020,Open,3rd,Wilson,73,0
78,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
54,2020,Open,3rd,Wilson,73,0
52,2020,Open,3rd,Wilson,73,0
84,2020,Open,3rd,Wilson,73,1
46,2020,Open,3rd,Wilson,73,0
38,2020,Open,3rd,Wilson,73,0
60,2020,Open,3rd,Wilson,73,0
79,2020,Open,3rd,Wilson,73,1
94,2020,Open,3rd,Wilson,73,1
62,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,0
74,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
77,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
59,2020,Open,3rd,Wilson,73,0
49,2020,Open,3rd,Wilson,73,1
37,2020,Open,3rd,Wilson,73,1
78,2020,Open,3rd,Wilson,73,1
94,2020,Open,3rd,Wilson,73,1
38,2020,Open,3rd,Wilson,73,0
99,2020,Open,3rd,Wilson,73,1
79,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
91,2020,Open,3rd,Wilson,73,1
71,2020,Open,3rd,Wilson,73,0
97,2020,Open,3rd,Wilson,73,1
63,2020,Open,3rd,Wilson,73,1
81,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,0
35,2020,Open,3rd,Wilson,73,0
63,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,0
83,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
42,2020,Open,3rd,Wilson,73,1
87,2020,Open,3rd,Wilson,73,1
72,2020,Open,3rd,Wilson,73,1
48,2020,Open,3rd,Wilson,73,1
41,2020,Open,3rd,Wilson,73,0
56,2020,Open,3rd,Wilson,73,0
35,2020,Open,3rd,Wilson,73,0
67,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
42,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,1
61,2020,Open,3rd,Wilson,73,0
75,2020,Open,3rd,Wilson,73,1
43,2020,Open,3rd,Wilson,73,0
80,2020,Open,3rd,Wilson,73,1
87,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,1
83,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,0
84,2020,Open,3rd,Wilson,73,1
64,2020,Open,3rd,Wilson,73,0
57,2020,Open,3rd,Wilson,73,1
63,2020,Open,3rd,Wilson,73,0
49,2020,Open,3rd,Wilson,73,1
69,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
80,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
51,2020,Open,3rd,Wilson,73,1
38,2020,Open,3rd,Wilson,73,0
79,2020,Open,3rd,Wilson,73,1
85,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
40,2020,Open,3rd,Wilson,73,1
58,2020,Open,3rd,Wilson,73,1
52,2020,Open,3rd,Wilson,73,0
69,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,0
90,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,1
41,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
38,2020,Open,3rd,Wilson,73,0
89,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,0
95,2020,Open,3rd,Wilson,73,1
69,2020,Open,3rd,Wilson,73,0
98,2020,Open,3rd,Wilson,73,1
51,2020,Open,3rd,Wilson,73,1
41,2020,Open,3rd,Wilson,73,0
65,2020,Open,3rd,Wilson,73,0
67,2020,Open,3rd,Wilson,73,0
54,2020,Open,3rd,Wilson,73,0
84,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
40,2020,Open,3rd,Wilson,73,0
40,2020,Open,3rd,Wilson,73,0
58,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,0
70,2020,Open,3rd,Wilson,73,0
99,2020,Open,3rd,Wilson,73,1
64,2020,Open,3rd,Wilson,73,0
64,2020,Open,3rd,Wilson,73,1
48,2020,Open,3rd,Wilson,73,0
91,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
73,2020,Open,3rd,Wilson,73,0
67,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,1
77,2020,Open,3rd,Wilson,73,1
37,2020,Open,3rd,Wilson,73,0
69,2020,Open,3rd,Wilson,73,0
87,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
35,2020,Open,3rd,Wilson,73,0
42,2020,Open,3rd,Wilson,73,1
81,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
64,2020,Open,3rd,Wilson,73,0
74,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
50,2020,Open,3rd,Wilson,73,1
98,2020,Open,3rd,Wilson,73,1
63,2020,Open,3rd,Wilson,73,0
86,2020,Open,3rd,Wilson,73,1
73,2020,Open,3rd,Wilson,73,0
37,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
50,2020,Open,3rd,Wilson,73,1
66,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
51,2020,Open,3rd,Wilson,73,0
54,2020,Open,3rd,Wilson,73,1
81,2020,Open,3rd,Wilson,73,1
82,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
61,2020,Open,3rd,Wilson,73,0
84,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,1
49,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
74,2020,Open,3rd,Wilson,73,1
80,2020,Open,3rd,Wilson,73,1
46,2020,Open,3rd,Wilson,73,1
40,2020,Open,3rd,Wilson,73,0
52,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,0
76,2020,Open,3rd,Wilson,73,1
52,2020,Open,3rd,Wilson,73,0
52,2020,Open,3rd,Wilson,73,0
81,2020,Open,3rd,Wilson,73,1
98,2020,Open,3rd,Wilson,73,1
45,2020,Open,3rd,Wilson,73,0
39,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,1
100,2020,Open,3rd,Wilson,73,1
67,2020,Open,3rd,Wilson,73,0
35,2020,Open,3rd,Wilson,73,0
36,2020,Open,3rd,Wilson,73,1
42,2020,Open,3rd,Wilson,73,1
78,2020,Open,3rd,Wilson,73,1
97,2020,Open,3rd,Wilson,73,1
99,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,0
87,2020,Open,3rd,Wilson,73,1
91,2020,Open,3rd,Wilson,73,1
35,2020,Open,3rd,Wilson,73,0
47,2020,Open,3rd,Wilson,73,0
99,2020,Open,3rd,Wilson,73,1
76,2020,Open,3rd,Wilson,73,1
41,2020,Open,3rd,Wilson,73,1
95,2020,Open,3rd,Wilson,73,1
96,2020,Open,3rd,Wilson,73,1
91,2020,Open,3rd,Wilson,73,1
73,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,1
43,2020,Open,3rd,Wilson,73,1
46,2020,Open,3rd,Wilson,73,0
62,2020,Open,3rd,Wilson,73,1
39,2020,Open,3rd,Wilson,73,1
65,2020,Open,3rd,Wilson,73,1
92,2020,Open,3rd,Wilson,73,1
84,2020,Open,3rd,Wilson,73,1
63,2020,Open,3rd,Wilson,73,0
93,2020,Open,3rd,Wilson,73,1
50,2020,Open,3rd,Wilson,73,0
71,2020,Open,3rd,Wilson,73,0
79,2020,Open,3rd,Wilson,73,1
55,2020,Open,3rd,Wilson,73,0
68,2020,Open,3rd,Wilson,73,1
44,2020,Open,3rd,Wilson,73,1
56,2020,Open,3rd,Wilson,73,1
47,2020,Open,3rd,Wilson,73,1
67,2020,Open,3rd,Wilson,73,1
80,2020,Open,3rd,Wilson,73,1
57,2020,Open,3rd,Wilson,73,0
81,2020,Open,3rd,Wilson,73,1
93,2020,Open,3rd,Wilson,73,1
56,2020,Open,3rd,Wilson,73,1
61,2022,Open,1st,Wilson,86,0
66,2022,Open,1st,Wilson,86,0
51,2022,Open,1st,Wilson,86,0
65,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,1
95,2022,Open,1st,Wilson,86,1
79,2022,Open,1st,Wilson,86,1
89,2022,Open,1st,Wilson,86,1
64,2022,Open,1st,Wilson,86,0
60,2022,Open,1st,Wilson,86,0
58,2022,Open,1st,Wilson,86,0
39,2022,Open,1st,Wilson,86,0
44,2022,Open,1st,Wilson,86,0
37,2022,Open,1st,Wilson,86,0
73,2022,Open,1st,Wilson,86,1
45,2022,Open,1st,Wilson,86,0
44,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
88,2022,Open,1st,Wilson,86,1
79,2022,Open,1st,Wilson,86,1
69,2022,Open,1st,Wilson,86,0
39,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,1
73,2022,Open,1st,Wilson,86,1
46,2022,Open,1st,Wilson,86,0
72,2022,Open,1st,Wilson,86,1
87,2022,Open,1st,Wilson,86,1
72,2022,Open,1st,Wilson,86,1
81,2022,Open,1st,Wilson,86,1
38,2022,Open,1st,Wilson,86,0
78,2022,Open,1st,Wilson,86,1
64,2022,Open,1st,Wilson,86,0
40,2022,Open,1st,Wilson,86,0
62,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
52,2022,Open,1st,Wilson,86,0
75,2022,Open,1st,Wilson,86,1
56,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
54,2022,Open,1st,Wilson,86,0
73,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,1
79,2022,Open,1st,Wilson,86,1
94,2022,Open,1st,Wilson,86,1
62,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
58,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
55,2022,Open,1st,Wilson,86,0
96,2022,Open,1st,Wilson,86,1
66,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
96,2022,Open,1st,Wilson,86,1
99,2022,Open,1st,Wilson,86,1
92,2022,Open,1st,Wilson,86,1
52,2022,Open,1st,Wilson,86,0
51,2022,Open,1st,Wilson,86,0
77,2022,Open,1st,Wilson,86,0
91,2022,Open,1st,Wilson,86,1
93,2022,Open,1st,Wilson,86,1
60,2022,Open,1st,Wilson,86,0
81,2022,Open,1st,Wilson,86,1
69,2022,Open,1st,Wilson,86,0
51,2022,Open,1st,Wilson,86,0
42,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
99,2022,Open,1st,Wilson,86,1
78,2022,Open,1st,Wilson,86,0
52,2022,Open,1st,Wilson,86,0
97,2022,Open,1st,Wilson,86,1
87,2022,Open,1st,Wilson,86,1
44,2022,Open,1st,Wilson,86,0
96,2022,Open,1st,Wilson,86,1
78,2022,Open,1st,Wilson,86,1
47,2022,Open,1st,Wilson,86,0
86,2022,Open,1st,Wilson,86,0
76,2022,Open,1st,Wilson,86,1
47,2022,Open,1st,Wilson,86,0
60,2022,Open,1st,Wilson,86,0
74,2022,Open,1st,Wilson,86,1
74,2022,Open,1st,Wilson,86,0
47,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,1
67,2022,Open,1st,Wilson,86,0
46,2022,Open,1st,Wilson,86,0
77,2022,Open,1st,Wilson,86,1
54,2022,Open,1st,Wilson,86,0
77,2022,Open,1st,Wilson,86,1
79,2022,Open,1st,Wilson,86,0
75,2022,Open,1st,Wilson,86,0
80,2022,Open,1st,Wilson,86,0
69,2022,Open,1st,Wilson,86,0
53,2022,Open,1st,Wilson,86,0
45,2022,Open,1st,Wilson,86,0
99,2022,Open,1st,Wilson,86,1
67,2022,Open,1st,Wilson,86,0
47,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
99,2022,Open,1st,Wilson,86,1
57,2022,Open,1st,Wilson,86,0
69,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
100,2022,Open,1st,Wilson,86,1
50,2022,Open,1st,Wilson,86,0
60,2022,Open,1st,Wilson,86,0
62,2022,Open,1st,Wilson,86,0
79,2022,Open,1st,Wilson,86,1
100,2022,Open,1st,Wilson,86,1
95,2022,Open,1st,Wilson,86,1
96,2022,Open,1st,Wilson,86,1
41,2022,Open,1st,Wilson,86,0
45,2022,Open,1st,Wilson,86,0
92,2022,Open,1st,Wilson,86,1
56,2022,Open,1st,Wilson,86,0
46,2022,Open,1st,Wilson,86,0
61,2022,Open,1st,Wilson,86,0
66,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
61,2022,Open,1st,Wilson,86,0
95,2022,Open,1st,Wilson,86,1
60,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
63,2022,Open,1st,Wilson,86,0
61,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
90,2022,Open,1st,Wilson,86,1
83,2022,Open,1st,Wilson,86,1
37,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,1
49,2022,Open,1st,Wilson,86,0
74,2022,Open,1st,Wilson,86,0
49,2022,Open,1st,Wilson,86,0
78,2022,Open,1st,Wilson,86,1
94,2022,Open,1st,Wilson,86,1
67,2022,Open,1st,Wilson,86,0
80,2022,Open,1st,Wilson,86,1
86,2022,Open,1st,Wilson,86,0
35,2022,Open,1st,Wilson,86,0
80,2022,Open,1st,Wilson,86,0
65,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
66,2022,Open,1st,Wilson,86,0
35,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,0
35,2022,Open,1st,Wilson,86,0
61,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,0
48,2022,Open,1st,Wilson,86,0
72,2022,Open,1st,Wilson,86,1
72,2022,Open,1st,Wilson,86,0
81,2022,Open,1st,Wilson,86,1
90,2022,Open,1st,Wilson,86,1
46,2022,Open,1st,Wilson,86,0
92,2022,Open,1st,Wilson,86,1
58,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
66,2022,Open,1st,Wilson,86,0
77,2022,Open,1st,Wilson,86,0
79,2022,Open,1st,Wilson,86,0
79,2022,Open,1st,Wilson,86,0
38,2022,Open,1st,Wilson,86,0
66,2022,Open,1st,Wilson,86,0
45,2022,Open,1st,Wilson,86,0
68,2022,Open,1st,Wilson,86,0
52,2022,Open,1st,Wilson,86,0
95,2022,Open,1st,Wilson,86,1
50,2022,Open,1st,Wilson,86,0
76,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
82,2022,Open,1st,Wilson,86,0
89,2022,Open,1st,Wilson,86,1
98,2022,Open,1st,Wilson,86,1
92,2022,Open,1st,Wilson,86,1
92,2022,Open,1st,Wilson,86,1
62,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,1
97,2022,Open,1st,Wilson,86,1
73,2022,Open,1st,Wilson,86,1
57,2022,Open,1st,Wilson,86,0
99,2022,Open,1st,Wilson,86,1
86,2022,Open,1st,Wilson,86,1
73,2022,Open,1st,Wilson,86,0
59,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
78,2022,Open,1st,Wilson,86,0
37,2022,Open,1st,Wilson,86,0
79,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,1
45,2022,Open,1st,Wilson,86,0
84,2022,Open,1st,Wilson,86,1
59,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
56,2022,Open,1st,Wilson,86,0
73,2022,Open,1st,Wilson,86,0
59,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
46,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
74,2022,Open,1st,Wilson,86,0
87,2022,Open,1st,Wilson,86,1
67,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
88,2022,Open,1st,Wilson,86,1
69,2022,Open,1st,Wilson,86,0
64,2022,Open,1st,Wilson,86,0
92,2022,Open,1st,Wilson,86,1
39,2022,Open,1st,Wilson,86,0
52,2022,Open,1st,Wilson,86,0
75,2022,Open,1st,Wilson,86,1
47,2022,Open,1st,Wilson,86,0
71,2022,Open,1st,Wilson,86,1
42,2022,Open,1st,Wilson,86,0
36,2022,Open,1st,Wilson,86,0
47,2022,Open,1st,Wilson,86,0
58,2022,Open,1st,Wilson,86,0
70,2022,Open,1st,Wilson,86,0
71,2022,Open,1st,Wilson,86,1
42,2022,Open,1st,Wilson,86,0
36,2022,Open,1st,Wilson,86,0
39,2022,Open,1st,Wilson,86,0
44,2022,Open,1st,Wilson,86,0
57,2022,Open,1st,Wilson,86,0
80,2022,Open,1st,Wilson,86,1
72,2022,Open,1st,Wilson,86,0
44,2022,Open,1st,Wilson,86,0
97,2022,Open,1st,Wilson,86,1
53,2022,Open,1st,Wilson,86,0
61,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,1
83,2022,Open,1st,Wilson,86,0
97,2022,Open,1st,Wilson,86,1
93,2022,Open,1st,Wilson,86,1
69,2022,Open,1st,Wilson,86,0
46,2022,Open,1st,Wilson,86,0
43,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,1
79,2022,Open,1st,Wilson,86,1
73,2022,Open,1st,Wilson,86,0
92,2022,Open,1st,Wilson,86,1
77,2022,Open,1st,Wilson,86,1
75,2022,Open,1st,Wilson,86,0
89,2022,Open,1st,Wilson,86,1
38,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
38,2022,Open,1st,Wilson,86,0
61,2022,Open,1st,Wilson,86,0
53,2022,Open,1st,Wilson,86,0
85,2022,Open,1st,Wilson,86,0
38,2022,Open,1st,Wilson,86,0
58,2022,Open,1st,Wilson,86,0
57,2022,Open,1st,Wilson,86,0
76,2022,Open,1st,Wilson,86,0
59,2022,Open,1st,Wilson,86,0
59,2022,Open,1st,Wilson,86,0
35,2022,Open,1st,Wilson,86,0
81,2022,Open,1st,Wilson,86,0
99,2022,Open,1st,Wilson,86,1
36,2022,Open,1st,Wilson,86,0
46,2022,Open,1st,Wilson,86,0
94,2022,Open,1st,Wilson,86,1
46,2022,Open,1st,Wilson,86,0
65,2022,Open,1st,Wilson,86,0
92,2022,Open,1st,Wilson,86,1
41,2022,Open,1st,Wilson,86,0
95,2022,Open,1st,Wilson,86,1
94,2022,Open,1st,Wilson,86,1
96,2022,Open,1st,Wilson,86,1
46,2022,Open,1st,Wilson,86,0
40,2022,Open,1st,Wilson,86,0
50,2022,Open,1st,Wilson,86,0
95,2022,Open,1st,Wilson,86,1
64,2022,Open,1st,Wilson,86,0
89,2022,Open,1st,Wilson,86,1
86,2022,Open,1st,Wilson,86,0
37,2022,Open,1st,Wilson,86,0
73,2022,Open,1st,Wilson,86,0
